"bin.type","Future.ID","Policy.Start.Time","Policy.Duration","ce.tax_N","RD.subsidy_N","RD.subsidy.GF_N","Tec.subsidy_N","Tec.subsidy.GF_N","ce.tax_S","RD.subsidy_S","Tec.subsidy_S","Total.Policy.Cost.100","bin.type.1","epsilon","rho","Climate.Model","Beta.Delta.Temp","Relative.Gamma","Relative.Eta","Relative.Nu","policy.Stabilization","density.Stabilization","coverage.Stabilization","policy.Stabilization.Cost.Zero","density.Stabilization.Cost.Zero","coverage.Stabilization.Cost.Zero","policy.Stabilization.Cost.5Percent","density.Stabilization.Cost.5Percent","coverage.Stabilization.Cost.5Percent","policy.Stabilization.Cost.10Percent","density.Stabilization.Cost.10Percent","coverage.Stabilization.Cost.10Percent","policy.Stabilization.Cost.15Percent","density.Stabilization.Cost.15Percent","coverage.Stabilization.Cost.15Percent","policy.Stabilization.Cost.20Percent","density.Stabilization.Cost.20Percent","coverage.Stabilization.Cost.20Percent","policy.Stabilization.Cost.25Percent","density.Stabilization.Cost.25Percent","coverage.Stabilization.Cost.25Percent","policy.Stabilization.Cost.30Percent","density.Stabilization.Cost.30Percent","coverage.Stabilization.Cost.30Percent","policy.Temp.Threshold.2C","density.Temp.Threshold.2C","coverage.Temp.Threshold.2C","policy.Temp.Threshold.2C.Cost.Zero","density.Temp.Threshold.2C.Cost.Zero","coverage.Temp.Threshold.2C.Cost.Zero","policy.Temp.Threshold.2C.Cost.5Percent","density.Temp.Threshold.2C.Cost.5Percent","coverage.Temp.Threshold.2C.Cost.5Percent","policy.Temp.Threshold.2C.Cost.10Percent","density.Temp.Threshold.2C.Cost.10Percent","coverage.Temp.Threshold.2C.Cost.10Percent","policy.Temp.Threshold.2C.Cost.15Percent","density.Temp.Threshold.2C.Cost.15Percent","coverage.Temp.Threshold.2C.Cost.15Percent","policy.Temp.Threshold.2C.Cost.20Percent","density.Temp.Threshold.2C.Cost.20Percent","coverage.Temp.Threshold.2C.Cost.20Percent","policy.Temp.Threshold.2C.Cost.25Percent","density.Temp.Threshold.2C.Cost.25Percent","coverage.Temp.Threshold.2C.Cost.25Percent","policy.Temp.Threshold.2C.Cost.30Percent","density.Temp.Threshold.2C.Cost.30Percent","coverage.Temp.Threshold.2C.Cost.30Percent","least.cost.policy","objective","Link","T"
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",567,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.17345210231897,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",7.666666667,0.0045,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",17,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.173451908697808,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",7.666666667,0.0045,"bcc-csm1-1",4.997053041,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",570,9.9,110,0.5,0,0,0,0,0.5,0,0,-0.164370083620976,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",10,0.0045,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",369,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.16894562024747,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",9.222222222,0.0045,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",19,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.168945495737889,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",9.222222222,0.0045,"bcc-csm1-1",4.997053041,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",370,9.9,110,0.5,0,0,0,0,0.5,0,0,-0.164369802758129,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",10,0.0045,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",558,9.9,145,0.5,0,0,0,0,0.5,0,0,-0.172269464087766,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",8.444444444,0.001,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",559,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.168945326435697,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",9.222222222,0.001,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",368,9.9,145,0.5,0,0,0,0,0.5,0,0,-0.172269342514751,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",8.444444444,0.0045,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",319,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.168945205318215,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",9.222222222,0.0045,"MIROC5",4.121571108,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",320,9.9,110,0.5,0,0,0,0,0.5,0,0,-0.164370045367016,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",10,0.0045,"MIROC5",4.121571108,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",367,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.173452190471922,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",7.666666667,0.0045,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",310,9.9,110,0.5,0,0,0,0,0.5,0,0,-0.164370045367016,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",10,0.001,"MIROC5",4.121571108,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",568,9.9,145,0.5,0,0,0,0,0.5,0,0,-0.172269464087766,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",8.444444444,0.0045,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",557,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.17345210231897,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",7.666666667,0.001,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",517,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.173451988291668,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",7.666666667,0.0045,"NorESM1-M",4.125460043,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",20,9.9,110,0.5,0,0,0,0,0.5,0,0,-0.164369535608889,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",10,0.0045,"bcc-csm1-1",4.997053041,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",18,9.9,145,0.5,0,0,0,0,0.5,0,0,-0.17226941389582,"high.epsilon high.eta high.gamma high.nu medium.beta low.rho",8.444444444,0.0045,"bcc-csm1-1",4.997053041,1,1,1,"P4",0.535714285714286,0.153846153846154,"other",0,0,"other",0,0,"P4",0.535714285714286,0.225563909774436,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.535714285714286,0.153846153846154,"P4",0.785714285714286,0.0830188679245283,"other",0,0,"other",0,0,"P4",0.535714285714286,0.2,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,"P4",0.785714285714286,0.0830188679245283,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",378,9.9,145,0.5,0,0,0,0,0.5,0,0,-0.172269342514751,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",8.444444444,0.008,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",529,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.168945195823268,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",9.222222222,0.008,"NorESM1-M",4.125460043,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",379,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.16894562024747,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",9.222222222,0.008,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",427,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.173452189225151,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",7.666666667,0.008,"MPI-ESM-MR",4.66520988,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",577,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.17345210231897,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",7.666666667,0.008,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",578,9.9,145,0.5,0,0,0,0,0.5,0,0,-0.172269464087766,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",8.444444444,0.008,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",579,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.168945326435697,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",9.222222222,0.008,"NorESM1-ME",4.33692843,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",377,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.173452190471922,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",7.666666667,0.008,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",527,9.9,175,0.5,0,0,0,0,0.5,0,0,-0.173451988291668,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",7.666666667,0.008,"NorESM1-M",4.125460043,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",380,9.9,110,0.5,0,0,0,0,0.5,0,0,-0.164369802758129,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",10,0.008,"MPI-ESM-LR",4.673517049,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",530,9.9,110,0.5,0,0,0,0,0.5,0,0,-0.164369304806617,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",10,0.008,"NorESM1-M",4.125460043,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",329,9.9,115,0.5,0,0,0,0,0.5,0,0,-0.168945205318215,"high.epsilon high.eta high.gamma high.nu medium.beta medium.rho",9.222222222,0.008,"MIROC5",4.121571108,1,1,1,"P4",0.535714285714286,0.0769230769230769,"other",0,0,"other",0,0,"P4",0.535714285714286,0.112781954887218,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.535714285714286,0.0769230769230769,"P4",0.785714285714286,0.0415094339622641,"other",0,0,"other",0,0,"P4",0.535714285714286,0.1,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,"P4",0.785714285714286,0.0415094339622641,5,"Stabilization","link",-2.5
